"","combinedPval","adjustedPval"
"AL358781.1",0.150880685779928,1
"POMT1",0.676878368638444,1
"UCK1",0.0265711291000362,0.750418328276877
"RAPGEF1",0.459073421119528,1
"MED27",0.0411031351644119,1
"NTNG2",6.94390056565908e-09,7.45111015694577e-07
"SETX",0.091138313427838,1
"TTF1",0.23824611911509,1
"DDX31",0.144447134022161,1
"GTF3C4",0.288740387822569,1
"AK8",0.441002495421952,1
"SPACA9",0.0354074627227832,0.946301578752689
"TSC1",0.350542060651527,1
"GTF3C5",0.122364249247645,1
"CEL",0.900406403606038,1
"RALGDS",0.00046779853617096,0.0234853308250085
"GBGT1",0.386845322952121,1
"ABO",0.285964356117609,1
"SURF6",0.391216538917164,1
"MED22",0.0490605788689025,1
"RPL7A",6.20786866356582e-09,6.70057680506398e-07
"SURF1",0.0858915404202896,1
"SURF2",0.0158814663076592,0.495003030279064
"SURF4",0.0288266068832514,0.800402321770016
"STKLD1",0.515405371230559,1
"REXO4",0.0464258463106613,1
"ADAMTS13",0.941783090770326,1
"CACFD1",0.0235494623817312,0.681786691593334
"SLC2A6",2.45963079670286e-05,0.00170764627065647
"ADAMTSL2",0.740942483161462,1
"FAM163B",0.796269058261409,1
"DBH",0.230057864502162,1
"DBH-AS1",0.279615819815558,1
"SARDH",0.389153291770066,1
"VAV2",0.060480656827985,1
"BRD3OS",5.85156529424591e-05,0.00374305213149108
"BRD3",0.0032932011421134,0.130070430939698
"WDR5",0.15803977821914,1
"RXRA",0.906528904244604,1
"COL5A1",0.0388099571129364,1
"OLFM1",3.5424180905513e-136,1.71723450570898e-132
"PPP1R26-AS1",0.25608818998803,1
"PPP1R26",0.952169358856681,1
"C9orf116",0.530740063732659,1
"MRPS2",0.583928845813165,1
"SOHLH1",0.000385734226201695,0.0197320108647782
"KCNT1",2.74028865886455e-05,0.00187953859893936
"CAMSAP1",0.00371225851664114,0.144372995140829
"UBAC1",0.811889314950924,1
"NACC2",0.000232876438629903,0.0127856723069576
"TMEM250",0.00019769863765795,0.0110045927640018
"QSOX2",0.418688997847528,1
"AC174065.1",0.79346278626224,1
"GPSM1",0.75647355589118,1
"DNLZ",0.169805986921328,1
"CARD9",0.618605187042746,1
"SNAPC4",0.0809859122175911,1
"ENTR1",0.720134223634505,1
"PMPCA",0.237426700394544,1
"INPP5E",0.705478551384282,1
"SEC16A",0.393546698538264,1
"NOTCH1",0.00177349231242097,0.0760421938133976
"EGFL7",1.7807910701606e-10,2.24739028281904e-08
"AGPAT2",0.000407011653297706,0.0207175648002939
"FAM69B",0.930513301530456,1
"SNHG7",0.0304842516988131,0.838098489327462
"LCN15",0.962282978681569,1
"TMEM141",0.00108438622908946,0.0495091532031676
"CCDC183",0.393510408530529,1
"RABL6",0.104585124222537,1
"AJM1",0.537292717759011,1
"PHPT1",0.000669887542591452,0.0323689706382793
"MAMDC4",0.439959115249412,1
"EDF1",5.34611102849247e-05,0.00346089386593103
"TRAF2",0.227925254694929,1
"FBXW5",0.0141822161226282,0.450569582086667
"C8G",0.308724298985632,1
"LCN12",0.761806056123348,1
"PTGDS",2.03957440525618e-120,7.15237706480898e-117
"LCNL1",0.850976109818256,1
"PAXX",0.300225278082971,1
"CLIC3",0.0936729842158267,1
"ABCA2",6.58869862714934e-79,1.19334758111486e-75
"NPDC1",3.49399819015161e-05,0.0023381209341026
"ENTPD2",0.0430949395199673,1
"SAPCD2",0.00457918893850784,0.173543304123028
"UAP1L1",0.025865368323003,0.735325941931111
"MAN1B1-DT",0.558154453082813,1
"MAN1B1",0.270256852463258,1
"DPP7",0.0143181515518773,0.454615912155428
"GRIN1",9.35809343073722e-40,6.39998624738931e-37
"LRRC26",0.192028864611078,1
"ANAPC2",0.0251886708161315,0.720386121951875
"SSNA1",0.000559765923516031,0.0276559843768753
"TPRN",3.22852855560996e-13,5.19145953305752e-11
"TMEM203",0.0549710212262038,1
"NDOR1",0.42294740945602,1
"BX255925.3",0.423021030778464,1
"RNF208",2.50647408239768e-05,0.00173724101602094
"TUBB4B",2.93680180174505e-09,3.26834795267729e-07
"NELFB",0.921350714219826,1
"NRARP",0.552803541867992,1
"EXD3",0.536107805976351,1
"NOXA1",0.000339518438950526,0.0176694897560153
"ENTPD8",0.139514164720315,1
"NSMF",1.43463019242063e-12,2.19549761514432e-10
"PNPLA7",0.031992572934516,0.870800190652496
"MRPL41",7.621855687312e-05,0.00473156600245072
"DPH7",0.308307677775072,1
"ZMYND19",0.0211131487314268,0.624881526056185
"ARRDC1",0.0536413928187766,1
"ARRDC1-AS1",0.107950164652912,1
"EHMT1",0.437167213504019,1
"CACNA1B",8.41816394370198e-10,1.00034458313813e-07
"LINC01001",0.0597839798024277,1
"BET1L",0.994488201189664,1
"RIC8A",0.90070005212672,1
"SIRT3",0.403264511137514,1
"PSMD13",0.00162150970193919,0.0706280360904269
"PGGHG",0.968617611472113,1
"IFITM2",0.000105144766333942,0.00628806689763513
"IFITM1",0.281425953481246,1
"AC136475.1",0.16169086114356,1
"IFITM3",5.10271999127493e-35,2.96136612205325e-32
"B4GALNT4",0.140118003460265,1
"PKP3",0.115632992007085,1
"SIGIRR",0.0027558604847171,0.11173915536306
"ANO9",0.00599660222911824,0.218905501580431
"PTDSS2",0.804995042417977,1
"RNH1",7.99678706123284e-26,2.97522977760152e-23
"HRAS",0.00011738802388539,0.00684879309319943
"LRRC56",0.531574197048917,1
"LMNTD2",0.0181792743478021,0.55302689109158
"AP006284.1",0.0180135680088769,0.549100805035497
"RASSF7",0.380891065086659,1
"MIR210HG",0.139858774662291,1
"PHRF1",0.012756168489615,0.413810034662897
"IRF7",0.995351635760645,1
"DRD4",0.752074824746006,1
"DEAF1",2.00347042433879e-05,0.00140217019277751
"EPS8L2",0.457264326679911,1
"TMEM80",0.0218990302262528,0.643614151407025
"TALDO1",2.03455982847986e-21,5.87277095957609e-19
"GATD1",0.75074903457342,1
"AP006621.3",0.732289840792069,1
"CEND1",1.00474127610242e-17,2.31934171266373e-15
"SLC25A22",3.35432912113021e-07,2.91131645022181e-05
"PANO1",0.833409673087911,1
"PIDD1",0.57466793990173,1
"RPLP2",3.7147306342078e-09,4.08991454038216e-07
"PNPLA2",0.307621430979396,1
"CRACR2B",0.115227138941372,1
"CD151",0.0244116915812371,0.702676188987515
"POLR2L",4.32893584838556e-05,0.00285397291840847
"TSPAN4",0.400136332727936,1
"AP006623.1",0.498788689812521,1
"CHID1",0.243435866488305,1
"AP2A2",3.12278369163366e-07,2.72614291286627e-05
"MUC5B",0.000232969468337507,0.012786520605864
"TOLLIP",1.04360964314765e-12,1.61206433730333e-10
"TOLLIP-AS1",0.445905482070653,1
"BRSK2",0.0611232949999507,1
"MOB2",0.284870024689398,1
"DUSP8",0.000715352494142563,0.0341651902054453
"IFITM10",0.154156904993666,1
"CTSD",1.29606769760926e-10,1.65980797229717e-08
"LSP1",0.686308966404907,1
"MRPL23",0.000679091311711399,0.0327560783934339
"ASCL2",0.0573665906273144,1
"CD81",7.40407735122517e-12,1.05383130203054e-09
"TSSC4",0.133163415674788,1
"KCNQ1",0.723442693295927,1
"KCNQ1OT1",0.235397473761087,1
"CDKN1C",5.70970448486176e-68,8.04334090341689e-65
"SLC22A18AS",0.260950092553086,1
"SLC22A18",0.0470148744160379,1
"PHLDA2",0.00314579030111184,0.125178107391777
"NAP1L4",0.152313528158978,1
"CARS",0.00744335300610499,0.26303817393918
"OSBPL5",0.00516078458136893,0.192269023030201
"ZNF195",0.224662570049202,1
"NUP98",0.753801589103479,1
"PGAP2",0.140846994159637,1
"RHOG",7.70303760377787e-45,6.2542420692049e-42
"STIM1",0.00200588601337759,0.0849240217522047
"RRM1",0.036935831533333,0.979367259580211
"TRIM21",0.940041466038594,1
"TRIM68",0.35077247344684,1
"HBB",6.47929487840315e-11,8.53648619431207e-09
"TRIM5",0.835713243697041,1
"TRIM22",0.245625717213288,1
"AC022762.2",0.188801514029857,1
"FAM160A2",0.500398112865441,1
"CCKBR",0.00307215133983352,0.122860904767381
"CAVIN3",0.114061558060575,1
"SMPD1",0.000682934485161879,0.0329125584688245
"APBB1",5.89645998694266e-10,7.08346823808792e-08
"HPX",0.202990082003409,1
"TRIM3",0.00168863000916808,0.0730304977568322
"ARFIP2",0.041522621764749,1
"TIMM10B",0.574143411878198,1
"DNHD1",0.0841505153491668,1
"RRP8",0.0743066909679102,1
"ILK",0.918047866061557,1
"TAF10",0.116059450731507,1
"TPP1",2.39680063818248e-06,0.000184167639449722
"DCHS1",0.514655841958378,1
"MRPL17",0.228968219223438,1
"ZNF215",0.723375987141041,1
"ZNF214",0.995071301037041,1
"SYT9",0.00272116904956721,0.110577376738718
"OLFML1",0.780108799069118,1
"PPFIBP2",2.00781327241994e-06,0.000156023982384044
"CYB5R2",7.94930046097944e-21,2.2206780876437e-18
"EIF3F",0.10977478506162,1
"TUB",1.2569997931422e-08,1.30547027008084e-06
"RIC3",0.000483672454269723,0.0241938309651823
"LMO1",0.580571430827593,1
"STK33",0.457979316677297,1
"TRIM66",0.311182298392752,1
"RPL27A",8.54070733025125e-07,7.00684659940663e-05
"ST5",0.00294931200270243,0.118533103486996
"AKIP1",0.46831406743501,1
"TMEM9B",0.98881060800824,1
"NRIP3",0.00492653696826817,0.184770555490216
"SCUBE2",1.66533453693773e-15,3.32299852126885e-13
"DENND5A",2.15982787210578e-11,2.9545250679667e-09
"TMEM41B",0.93558258212054,1
"IPO7",0.00430031574527745,0.164449205864966
"AC132192.2",0.433421083462359,1
"ZNF143",0.748561744170128,1
"WEE1",0.0169180508825852,0.522177045013084
"SWAP70",0.97303989166765,1
"SBF2-AS1",0.476654656514641,1
"SBF2",0.993928169465966,1
"ADM",0.706592296175305,1
"AMPD3",0.000610344682739683,0.0298152732300839
"MTRNR2L8",4.23883150801885e-13,6.73065773961007e-11
"RNF141",8.49320613838245e-14,1.44761774257468e-11
"MRVI1-AS1",0.0123909891421554,0.404618936330448
"LYVE1",0.270315589671641,1
"MRVI1",0.00605911716556018,0.220781624258138
"CTR9",0.277364167324914,1
"EIF4G2",3.24525776340678e-06,0.000244320298920042
"AC116535.1",0.801098565038356,1
"ZBED5",0.147938415880706,1
"ZBED5-AS1",0.721753814662535,1
"GALNT18",3.34308049465548e-07,2.90308219398606e-05
"USP47",0.0139488266248209,0.444602443276711
"DKK3",1.43200465830424e-18,3.44558180754749e-16
"MICAL2",5.73989771268657e-08,5.54866463179639e-06
"PARVA",0.0413984940082035,1
"TEAD1",0.0701298403509625,1
"ARNTL",0.000598433297598122,0.0293464751023314
"BTBD10",5.6621374255883e-15,1.05569106868003e-12
"FAR1",5.62920821067792e-11,7.46422788857324e-09
"SPON1",0.00437440801247391,0.166972656535672
"RRAS2",0.0559869571381099,1
"COPB1",0.173111129402377,1
"PSMA1",3.42005287645719e-07,2.96679764860809e-05
"PDE3B",0.982128863666758,1
"CYP2R1",0.5972774109472,1
"CALCB",0.077524020787774,1
"AC087379.2",0.0418975940785478,1
"SOX6",0.0290275546492345,0.805303534934818
"C11orf58",3.78615363658685e-05,0.00251560104715052
"PLEKHA7",0.597547193334953,1
"RPS13",8.30170118145104e-22,2.4653740495934e-19
"PIK3C2A",0.482845648770805,1
"NUCB2",0.9588326823334,1
"NCR3LG1",0.890431271087181,1
"AC124798.1",0.0265213508614979,0.749400797376342
"KCNJ11",0.454387436719702,1
"ABCC8",0.93613989612211,1
"USH1C",8.84940043414208e-21,2.46377388214662e-18
"KCNC1",1.99203964434957e-09,2.27530883202678e-07
"SERGEF",6.31391714809304e-05,0.00400364157357777
"SAAL1",0.16069942271735,1
"SAA2",3.25252682543711e-34,1.79892612755648e-31
"SAA1",1.34378278031793e-93,3.11946005882073e-90
"HPS5",0.00613466911216476,0.223056113280378
"GTF2H1",0.273340411248912,1
"LDHA",1.01419343061238e-18,2.48748360229067e-16
"TSG101",0.270985123040133,1
"UEVLD",0.235571391827021,1
"SPTY2D1OS",0.0470326712282015,1
"SPTY2D1",0.400588258228721,1
"TMEM86A",0.62693529643479,1
"IGSF22",0.225358647071616,1
"PTPN5",2.71474336344113e-08,2.70194904226696e-06
"ZDHHC13",0.241551637332056,1
"NAV2",0.369369488447255,1
"AC009549.1",0.0460504695829886,1
"HTATIP2",0.030798946417852,0.845058811952063
"PRMT3",0.0981683509959096,1
"NELL1",1.39804217585227e-18,3.36878176855528e-16
"ANO5",2.85672884587918e-05,0.00194563943707947
"SLC17A6",0.00110427357893572,0.0503195651045023
"FANCF",0.107981371903249,1
"GAS2",0.249852231363283,1
"SVIP",2.20268248085631e-13,3.60521470286597e-11
"LUZP2",0.571973496986152,1
"ANO3",4.39657745987532e-07,3.7468556831305e-05
"FIBIN",0.0225479375768262,0.658692090441426
"BBOX1",0.260655358154367,1
"CCDC34",0.00164683641628516,0.0714667788463743
"LGR4",0.0104020076932465,0.348749828648324
"LIN7C",0.470130826181602,1
"BDNF-AS",0.858089621303751,1
"BDNF",0.063811340036309,1
"METTL15",0.826787349477289,1
"LINC01616",0.227882311616241,1
"KCNA4",0.736847302401606,1
"ARL14EP",0.095447070356633,1
"MPPED2",0.405566429603188,1
"AL136088.1",0.456236938883958,1
"DNAJC24",0.821033983754401,1
"IMMP1L",0.0241145159778307,0.695093303760502
"ELP4",0.402746442269615,1
"PAX6",0.100108724362522,1
"RCN1",1.72134754672371e-07,1.56142937011466e-05
"EIF3M",0.0131370123938286,0.423398254432506
"PRRG4",0.295876267480514,1
"QSER1",0.100335205250454,1
"DEPDC7",0.267794934931617,1
"TCP11L1",0.359468126321453,1
"LINC00294",0.0454745004974562,1
"CSTF3",0.0436034864725741,1
"HIPK3",0.618187450326406,1
"KIAA1549L",4.44089209850063e-16,9.18376170160792e-14
"CD59",0.0992616121231528,1
"FBXO3",0.000806074989198602,0.03799168189968
"LMO2",0.101731495416023,1
"CAPRIN1",0.00862363129078358,0.297165580415263
"NAT10",0.13626263293076,1
"ABTB2",0.0277816210280655,0.777807727296905
"CAT",0.00492191609285286,0.184663774799526
"APIP",0.000108252094891181,0.00643652988587254
"PDHX",6.32030432323738e-07,5.2558510202496e-05
"CD44",2.81308309979522e-12,4.16203834681973e-10
"SLC1A2",5.72714864135536e-35,3.31209131090068e-32
"PAMR1",0.012435357664357,0.405779047968294
"FJX1",0.00019214656314781,0.0107245204161724
"TRIM44",0.0111840009464366,0.37126725649688
"LDLRAD3",0.477134510810249,1
"COMMD9",0.145959810098485,1
"PRR5L",3.5136338283337e-12,5.14312187377870e-10
"TRAF6",0.240367424395998,1
"C11orf74",0.028579763922393,0.79596208819632
"LRRC4C",0.00085942982471432,0.0402302843586805
"API5",0.223228374104632,1
"TTC17",0.0287062487746147,0.798136102146791
"HSD17B12",0.000349564057619989,0.0180724555642379
"ALKBH3",0.464927255799201,1
"C11orf96",0.326876312138721,1
"ACCS",0.749196560917699,1
"EXT2",0.00314080269829686,0.125040016038285
"CD82",1.55801116856883e-39,1.0524208577641e-36
"TSPAN18",0.381638680566605,1
"TP53I11",1.318118082827e-05,0.000947869199198575
"PRDM11",0.557746987543088,1
"AC103681.2",1.32516449780073e-06,0.000105666670224646
"SYT13",1.02585168508259e-18,2.51233887446727e-16
"AC103736.1",0.113526341082092,1
"CHST1",7.09481362548559e-11,9.28803766250067e-09
"AC044839.1",0.735471486598217,1
"SLC35C1",0.754963632991158,1
"CRY2",6.32939835878421e-05,0.00401079795078529
"MAPK8IP1",2.3456103726005e-10,2.91335667237294e-08
"AC068385.1",0.211539061512208,1
"PEX16",0.48190929425199,1
"PHF21A",0.152932370495066,1
"CREB3L1",0.0339618311034127,0.91583335943243
"DGKZ",7.94460992548096e-08,7.54278214165316e-06
"MDK",0.00743278911359768,0.262833921328808
"AMBRA1",0.744169870677502,1
"HARBI1",0.828140591127857,1
"ATG13",0.302866620022451,1
"ARHGAP1",0.00118869091827367,0.0537944794896054
"ZNF408",0.477822498292476,1
"CKAP5",0.00932789342863405,0.317977070334198
"LRP4-AS1",0.267563158819181,1
"LRP4",0.730349809083117,1
"C11orf49",1.58520521557071e-05,0.00112327084996721
"ARFGAP2",0.000118381477405283,0.0068893867623062
"PACSIN3",0.000274013705558573,0.0147784076617129
"DDB2",0.951453726038601,1
"ACP2",0.116725874536634,1
"NR1H3",0.00432357243698578,0.165223564707757
"MADD",1.05249142734465e-13,1.77736840579408e-11
"SPI1",0.998921319549737,1
"SLC39A13",0.502593906260984,1
"PSMC3",0.00026144759694946,0.0141702313488666
"CELF1",0.0113020258640104,0.374506381488173
"NDUFS3",3.30149760752185e-07,2.87151096544153e-05
"PTPMT1",0.11518198891706,1
"KBTBD4",0.925898269436848,1
"C1QTNF4",2.04456302290163e-28,9.05870816473532e-26
"MTCH2",0.0130608360774008,0.421598323087279
"FNBP4",0.0128924369180721,0.417142827865574
"NUP160",0.223364816591845,1
"PTPRJ",0.0022511953333233,0.0940058238579858
"FOLH1",6.20399966562953e-50,5.68077995366831e-47
"LRRC55",0.0683350163421597,1
"APLNR",3.3992808567973e-12,4.99792969171556e-10
"TNKS1BP1",0.070120104309928,1
"SSRP1",0.295326594401697,1
"SLC43A3",0.344323562078784,1
"RTN4RL2",0.000192714553150619,0.0107489423491816
"SLC43A1",0.24260547689248,1
"TIMM10",0.000154669307378175,0.00874229238958697
"UBE2L6",0.536643209428978,1
"SERPING1",0.0196828568280425,0.589947167425842
"YPEL4",0.0514313839978726,1
"CLP1",0.998349593721796,1
"ZDHHC5",0.529822153357848,1
"MED19",0.342270667372477,1
"TMX2",0.0139884775384074,0.44569388742577
"SELENOH",3.02322331862566e-25,1.09273308494953e-22
"CTNND1",0.00352218229983625,0.138088600893586
"LPXN",0.492736154332103,1
"ZFP91",0.38606163008315,1
"GLYATL1",0.313338808590553,1
"FAM111A-DT",0.953151837111617,1
"FAM111A",0.0585216121092026,1
"DTX4",0.25211481545655,1
"MPEG1",0.75662686274384,1
"OSBP",0.133245763609052,1
"PATL1",0.311065086554558,1
"STX3",0.85964910980313,1
"MRPL16",3.63490704736735e-05,0.00242552113184544
"MS4A6A",0.0481970062900289,1
"MS4A4A",0.35292510711999,1
"MS4A7",0.248407419735947,1
"CCDC86",0.487300300439663,1
"PTGDR2",0.636965217799202,1
"PRPF19",0.00021718295564721,0.0119919583139512
"TMEM109",0.192304275035812,1
"AP003721.1",0.0192092660130077,0.579043680735007
"TMEM132A",6.78631928430207e-08,6.49923326715558e-06
"SLC15A3",0.220429272827275,1
"CD6",0.156434605747855,1
"VPS37C",0.239683840893468,1
"VWCE",0.697251407982487,1
"DDB1",4.31993901761629e-07,3.6859457768489e-05
"TKFC",0.000704720337053377,0.0337793848447564
"CYB561A3",0.29971643360633,1
"TMEM138",0.593082294941802,1
"TMEM216",0.426990213222941,1
"CPSF7",0.124492595928224,1
"SDHAF2",0.0884119568643241,1
"PPP1R32",0.151063717712109,1
"LRRC10B",0.893679355306716,1
"SYT7",5.63882274207117e-13,8.88516433291728e-11
"DAGLA",1.80583700837289e-06,0.000141194132369257
"MYRF",8.19637108467112e-106,2.28969854080506e-102
"TMEM258",1.18960122879916e-18,2.88337545979758e-16
"FEN1",0.76122232835224,1
"FADS2",0.000113753922859949,0.00668683258612799
"FADS1",0.00731734428317909,0.259363729695715
"FADS3",0.14477142468639,1
"RAB3IL1",0.297622782927408,1
"BEST1",4.03000542480432e-17,9.03705651295697e-15
"FTH1",1.34212472110786e-146,7.90029941480238e-143
"INCENP",0.758156573415654,1
"SCGB2A1",0.00315988155332581,0.125647824987089
"SCGB1D2",2.05528652931297e-77,3.56580407534405e-74
"SCGB2A2",1.15014523606254e-124,4.30832755822864e-121
"ASRGL1",0.150826927934997,1
"SCGB1A1",0.00919614796294255,0.313875524451398
"AHNAK",0.014098948442679,0.448572334158566
"EEF1G",0.00195045205832978,0.0827897547066206
"TUT1",0.0697648571938549,1
"MTA2",0.0519253188707574,1
"EML3",0.000286564621627683,0.0153798274402413
"ROM1",1.33127953105827e-11,1.85165303243249e-09
"B3GAT3",0.735438717763608,1
"GANAB",0.828933023787171,1
"INTS5",0.373751422713254,1
"CSKMT",0.000551931680725981,0.0273262624098301
"UQCC3",0.0607601385219456,1
"UBXN1",0.183308014845805,1
"BSCL2",9.83117354191876e-09,1.04003179300423e-06
"GNG3",3.69220032534672e-47,3.20287774462009e-44
"HNRNPUL2",0.0998633708768537,1
"TTC9C",0.0125023142018682,0.40747987289359
"ZBTB3",0.727738030421938,1
"POLR2G",9.08383146480674e-10,1.07479752594796e-07
"AP001160.2",0.868903330259243,1
"TAF6L",0.0389975143753849,1
"TMEM223",0.0959969061881788,1
"AP001160.3",0.157584766141731,1
"TMEM179B",1.84750863496674e-08,1.87042708537522e-06
"NXF1",0.10506478185397,1
"STX5",0.011885555877946,0.391090415638621
"WDR74",0.565964590527728,1
"SLC3A2",0.732501624666627,1
"CHRM1",6.66133814775094e-16,1.35713066925492e-13
"AP000438.1",0.136718576936909,1
"SLC22A6",0.524623287613277,1
"HRASLS5",0.113228967031081,1
"LGALS12",0.154295785239924,1
"RARRES3",4.69422611892867e-09,5.11030518608378e-07
"HRASLS2",0.000919482627840806,0.0426806456572926
"PLA2G16",1.34340606572853e-71,2.1922730123731e-68
"ATL3",0.000113967079391708,0.00669184252907342
"RTN3",1.0981131163759e-20,3.04697815416196e-18
"C11orf95",0.0572656981170307,1
"SPINDOC",0.793085561416622,1
"MARK2",0.241263881366033,1
"RCOR2",0.712527602077236,1
"NAA40",0.0905141163380624,1
"COX8A",9.85348714775699e-20,2.57376743553839e-17
"OTUB1",5.89054462626359e-05,0.00376308866364323
"MACROD1",0.416860851696708,1
"AP006333.2",0.122005767158365,1
"FLRT1",0.831727226611977,1
"AP006333.1",0.430154117701436,1
"STIP1",0.614677614289075,1
"FERMT3",0.397010394808733,1
"TRPT1",0.265621583904743,1
"NUDT22",0.000177318295975226,0.00995419637783104
"DNAJC4",0.00706476726611438,0.251710271180021
"VEGFB",0.0826648681786606,1
"FKBP2",0.00869887801671843,0.299258005036793
"PPP1R14B",0.411745986349018,1
"AP001453.2",0.125870715190769,1
"PLCB3",0.622656071079104,1
"BAD",0.000335677134862822,0.0175138183196592
"GPR137",0.438027774916869,1
"KCNK4",0.00106189792648204,0.0485502219548409
"CATSPERZ",0.00819823361015271,0.285611735293656
"ESRRA",0.0536444716147011,1
"TRMT112",0.0023310980122111,0.0968516535951549
"PRDX5",1.42716963087046e-23,4.70450893606836e-21
"CCDC88B",0.823417458074071,1
"RPS6KA4",0.351728337006482,1
"AP003774.1",0.429197045631482,1
"NRXN2",0.0182284150139181,0.554317165697782
"RASGRP2",0.000149918673544525,0.00851465448279886
"PYGM",0.652087064315925,1
"SF1",0.19907505493599,1
"AP001462.1",0.828700184951836,1
"MAP4K2",0.0821092064248981,1
"MEN1",0.997148295247031,1
"EHD1",5.93091521450262e-07,4.95203007668267e-05
"ATG2A",0.0605714684764292,1
"PPP2R5B",0.082149604736757,1
"BATF2",0.0491812683890647,1
"ARL2",2.65729461412789e-06,0.000202859696513741
"SNX15",0.370895327600347,1
"SAC3D1",0.0427837500544747,1
"NAALADL1",0.751827478260053,1
"CDCA5",0.0487893601067981,1
"ZFPL1",0.375530749551233,1
"VPS51",0.0171538115123021,0.52798848205632
"TM7SF2",0.156185908221358,1
"ZNHIT2",0.405685344225308,1
"FAU",9.91195774911442e-26,3.67946925594196e-23
"SYVN1",0.244136837665758,1
"MRPL49",0.0343537634771521,0.924285277130909
"AP003068.2",0.272676296217972,1
"CAPN1",0.101783365737918,1
"POLA2",0.60086835129551,1
"CDC42EP2",6.56110768604279e-07,5.45059865172134e-05
"DPF2",0.0308705242555406,0.846800505108936
"TIGD3",0.418391101614504,1
"SLC25A45",0.556472706278889,1
"FRMD8",0.702642140246874,1
"NEAT1",1.8932439003177e-28,8.43361067697165e-26
"MALAT1",1.91862322846497e-125,7.35410707727929e-122
"SCYL1",0.00669723055645211,0.240172863759375
"LTBP3",0.0313203824156872,0.854953813585793
"SSSCA1",0.619417250741188,1
"FAM89B",0.0353442963319873,0.945226477443379
"EHBP1L1",5.39369125720501e-05,0.00348895498364839
"KCNK7",0.65692204604831,1
"MAP3K11",5.30331334402945e-12,7.67755886748547e-10
"PCNX3",0.0250024126732247,0.716675867609514
"SIPA1",0.294641769387944,1
"RELA",0.216538878284085,1
"KAT5",0.28178602158817,1
"RNASEH2C",8.23480705625101e-07,6.76936228607446e-05
"AP5B1",0.313267134155975,1
"CFL1",1.74565082167177e-07,1.57912937007689e-05
"SNX32",0.054131977157618,1
"MUS81",0.732717967828907,1
"EFEMP2",0.469613471958947,1
"FIBP",0.00326663271060146,0.129206842227688
"CCDC85B",1.64979141459298e-13,2.73009907158778e-11
"C11orf68",0.0172245023771953,0.529750814659808
"DRAP1",0.00652730557615033,0.235102168746877
"SART1",0.223150552557304,1
"EIF1AD",0.399551220628777,1
"BANF1",0.00361569912168502,0.141217506641397
"GAL3ST3",1.45153589771185e-05,0.00103522926774852
"SF3B2",0.0138071066948469,0.440938000396415
"PACS1",0.619417413901933,1
"KLC2",2.74861733429166e-06,0.000209346512849123
"RAB1B",0.129148921109542,1
"CNIH2",1.57541048266058e-20,4.320439871833e-18
"YIF1A",7.37827836605476e-08,7.02939000460924e-06
"TMEM151A",2.659877400778e-16,5.58471055400429e-14
"CD248",0.00104036464483226,0.0476709551431309
"RIN1",0.0561540169739392,1
"BRMS1",0.000334022926507971,0.0174496057705854
"B4GAT1",4.52970994047064e-14,7.90036744730703e-12
"AP001107.9",0.607346616283053,1
"SLC29A2",0.566585153761578,1
"NPAS4",0.279684729452575,1
"MRPL11",0.0184562322324087,0.559284384628521
"PELI3",0.0169823523742889,0.523868788761375
"AP002748.3",0.26113457738416,1
"DPP3",0.00481639073574447,0.181282329647591
"BBS1",0.0219333072199873,0.644162095428434
"ZDHHC24",0.48454278776718,1
"CTSF",0.0320026342148412,0.870836974805735
"CCS",0.759053929413219,1
"RBM14",0.777304672089617,1
"RBM4",0.161936573490738,1
"RBM4B",0.01160506813412,0.382931337355148
"AP001157.1",0.348801823020791,1
"SPTBN2",1.57150474855428e-08,1.60978679294856e-06
"C11orf80",0.426098992291134,1
"RCE1",0.38673680961454,1
"PC",0.49241067133557,1
"LRFN4",0.0643908863489101,1
"SYT12",0.0257854257427623,0.733887427955661
"RHOD",0.126972421380166,1
"KDM2A",0.624178383766226,1
"GRK2",0.000667837530602844,0.0323078006479023
"ANKRD13D",0.107421420848427,1
"SSH3",0.0398449183486445,1
"RAD9A",0.142850445150535,1
"POLD4",0.462813069126355,1
"AP003419.3",0.828410870088932,1
"PPP1CA",0.281615782137421,1
"TBC1D10C",0.458087963652848,1
"CARNS1",1.64290857871196e-157,1.12826434026446e-153
"RPS6KB2",0.0394035547536302,1
"CORO1B",0.343588946468578,1
"TMEM134",0.0173129947041497,0.531480700442924
"AIP",0.00698294988912473,0.249172247622325
"PITPNM1",0.000670340248533741,0.0323813521787333
"CDK2AP2",0.00246656565677716,0.101736292573648
"GSTP1",0.000710414447919971,0.0339930398609145
"NDUFV1",2.49512163597032e-07,2.20424101780072e-05
"NUDT8",0.521356576774962,1
"ACY3",0.928811448921407,1
"ALDH3B2",0.622671144257031,1
"UNC93B1",0.613980712815027,1
"ALDH3B1",0.114800533739043,1
"NDUFS8",0.000333169459043159,0.0174186472123219
"TCIRG1",0.857020485699903,1
"CHKA",0.0181692476124237,0.552823905111334
"KMT5B",0.945268934612015,1
"C11orf24",0.134746034494794,1
"LRP5",0.668788112623722,1
"PPP6R3",0.000110707496508322,0.00654005699528619
"GAL",0.0398605503100933,1
"TESMIN",0.106574124391384,1
"CPT1A",0.174959654254412,1
"MRPL21",1.29706417517639e-06,0.00010349532857187
"IGHMBP2",0.0377649004449194,0.997179372787715
